record_number,application_number,application_type,uprn,category,location,proposal,received_date,received_complete_date,expiry_date,committee_date,gridref_east,gridref_north,site_area,site_area_hec,delegated_committee,Expr1016,Expr1017,old,notice_date,status_code,dbo_pla_planning_appeal_number,pla_stats_majmin,consults_expiry_date,pla_enviro_stat_req,pla_corr_total_object,pla_corr_total_no_object,pla_corr_total_comment,dbo_lookup_decision_codes_decision_description,dec_maker_desc,dbo_lookup_stats_site_details_description,dbo_lookup_stats_type_description,ward_description,dbo_apl_appeal_appeal_number,dbo_lookup_apl_decisions_decision_description,name
15590,P/13/0593/CC,FUL,,CMW,Down End Quarry Down End Road Fareham Hampshire PO16 8TR,Use of land at waste facility for parking of HGVs,28/06/2013,02/07/2013,22/10/2013,26/02/2014,460248,106551,0.38,0.38,D,Delegated by officer,Granted,,26/02/2014,,,MAJ,05/08/2013,,,,,Granted,Delegated by officer,On site manufacturing or ancillary operations/uses,Other County Matter,Fareham Portchester,,,WYG
15592,13/10843,FUL,,CC,Bickerley Green Residential Home Kingsburys Lane Ringwood Hampshire BH24 1EL,Provision of a new vehicular access for emergency use only at Bickerley Green Older Persons Home,01/07/2013,01/07/2013,26/08/2013,16/08/2013,414808,105064,20,0.002,D,Delegated by officer,Granted,,21/08/2013,,,,06/08/2013,,,,,Granted,Delegated by officer,,,Ringwood,,,Property Services
15593,13/01486/HCC3N,FUL,,CC,Stockbridge Cp School Old London road Stockbridge Hampshire SO20 6EJ,Retrospective application for polytunnel,02/07/2013,02/07/2013,27/08/2013,07/08/2013,436001,135178,47.58,0.0048,D,Delegated by officer,Granted,,07/08/2013,,,MIN,13/08/2013,,,,,Granted,Delegated by officer,,,Test Valley Central,,,Property Services
15595,13/01105/CC3,FUL,,CC,Kings Furlong Infant School & Nursery Upper Chestnut Drive Basingstoke Hampshire RG21 8YJ,Continued siting of a single temporary modular building for a further four years at Kings Furlong Infant School (up to 31/8/2017),02/07/2013,03/07/2013,28/08/2013,28/08/2013,462741,151394,75,0.0075,D,Delegated by officer,Granted,,28/08/2013,,,,05/08/2013,,,,,Granted,Delegated by officer,,,Basingstoke Central,,,Property Services
15596,NMA/2013/0233,NMA,,CMM,Rookery Farm Aggregate Reycling Facility Botley Road Swanwick SO31 1LB,Minor plant modification ot include a sand processing unit to the existing plant,26/06/2013,26/06/2013,24/07/2013,16/07/2013,,,,,,Delegated by officer,Granted,,17/07/2013,RCD,,min,30/07/2013,,,,,Granted,Delegated by officer,,,,,,Raymond Brown
15597,13/01084/CMA,FUL,,CMW,Dummer Down Farm Dummer Basingstoke RG25 2AR,To extend the time limit for implementation of planning permission BDB/70901,04/07/2013,04/07/2013,29/08/2013,,457431,145102,110973,11.0973,D,Applicant,Withdrawn,,15/09/2014,RCD,,min,06/08/2013,,,,,Withdrawn,Applicant,,,Candovers,,,Enzygo Environmental Consultants
15598,APP/13/00733,FUL,,CC,Warblington School Southleigh Road Havant Hampshire PO9 2RR,Sports Development including Sports Hall MUGA and relocation of Pre-School,05/07/2013,05/07/2013,30/08/2013,11/09/2013,472621,106461,9551,0.9551,C,Delegated by officer,Granted,,13/09/2013,,,MAJ,06/05/2014,,,,,Granted,Delegated by officer,Other,Other County Matter,Emsworth and St Faiths,,,Property Services
15603,13/01170/CC3,FUL,,CC,Newman Bassett Care Home Newman Bassett House Warwick Road Basingstoke Hampshire RG23 8EA,Demolition of Newman Bassett House & Day Care Centre and Construction of Single Storey Six Bed Respite Unit with associated External Areas and Parking,08/07/2013,08/07/2013,02/09/2013,27/08/2013,461253,152666,0.94,0.94,D,Delegated by officer,Granted,,28/08/2013,,,,09/08/2013,,,,,Granted,Delegated by officer,,,Basingstoke North West,,,Hampshire County Council - Property Services
15605,P/13/0622/CC,FUL,,CC,Lord Wilson School Montefiore Drive Sarisbury Green Southampton SO31 7NL,Continued siting of single classroom modular temporary building for a further four years at Lord Wilson School (up to 31/8/2017),08/07/2013,08/07/2013,02/09/2013,21/08/2013,450768,108027,45,0.0045,D,Delegated by officer,Granted,,21/08/2013,,,,12/08/2013,,,,,Granted,Delegated by officer,,,Fareham Sarisbury,,,Property Services
15606,S/13/73001,FUL,,CC,Netley Abbey Infant & Junior School Westwood Road Netley Abbey Southampton SO31 5EL,Continued siting of a double classroom modular temporary building for a further four years at Netley Abbey Junior School (up to 31/8/2017),08/07/2013,12/07/2013,06/09/2013,27/08/2013,445903,109169,226,0.0226,D,Delegated by officer,Granted,,27/08/2013,,,MIN,13/08/2013,,,,,Granted,Delegated by officer,,,Hamble,,,Property Services
15610,P/13/0623/CC,FUL,,CC,Baycroft School Gosport Road Stubbington Fareham PO14 2AE,Continued siting of a single temporary modular building for a further four years at Baycroft Special School (up to 31/8/2017),09/07/2013,09/07/2013,03/09/2013,16/08/2013,456126,102781,102,0.0102,D,Delegated by officer,Granted,,21/08/2013,,,,12/08/2013,,,,,Granted,Delegated by officer,,,Fareham Crofton,,,Property Services
15611,13/01239/CMA,FUL,,CMW,"Armstrong Road Daneshill Basingstoke RG24 8NU",Retrospective  application for waste transfer and recycling and  waste picking station;  and  parking of lorries combined with the existing biomass facility and associated operations granted under planning permission number ( BDB/72250),10/07/2013,11/07/2013,05/09/2013,20/11/2013,465344,153073,0.4,0.4,,Committee,Granted,,22/11/2013,,,MAJ,21/08/2013,,,,,Granted,Committee,On site manufacturing or ancillary operations/uses,Other Waste,Basingstoke North,,,SLR Consulting Ltd
15614,13/00323/HCC3,FUL,,CC,Rowner Road Gosport,New Junction with Eclipse Busway and Removal of Existing Road Bridge,15/07/2013,15/07/2013,09/09/2013,23/10/2013,459247,101738,1.13,1.13,C,Committee,Granted,,24/10/2013,,,,21/08/2013,,,,,Granted,Committee,,,Leesland and Town,,,Strategic Transport
15616,13/01646/HCS,FUL,,CC,Meadow Farm House Kings Worthy Winchester SO21 1AB,Construction of an open top below ground earth dirty water storage lagoon,15/07/2013,15/07/2013,09/09/2013,23/09/2013,449757,133930,37.53,37.53,D,Delegated by officer,Granted,,23/09/2013,,,,21/08/2013,,,,,Granted,Delegated by officer,,,Itchen Valley,,,Property Services
15617,P/13/0661/CC,REN,,CC,St Francis School Oldbury Way Fareham Hampshire PO14 3BN,Continued siting of a double temporary modular building for a further four years at St Francis Special School (up to 31/8/2017),16/07/2013,16/07/2013,10/09/2013,20/08/2013,455376,105988,122,0.0122,D,Delegated by officer,Granted,,28/08/2013,,,MIN,22/08/2013,,,,,Granted,Delegated by officer,,,Fareham Titchfield,,,Property Services
15618,13/01643/CMAN,FUL,,CMW,Raymond Brown Minerals & Recycling Ltd A303 Recycling Facility Drayton road Barton Stacey Winchester SO21 3QS,Permanent facility for the processing and recycling of incinerator bottom ash to produce aggregates (IBAA) and the recovery of metals,12/07/2013,12/07/2013,06/09/2013,23/10/2013,444231,143035,105703,10.5703,C,Committee,Granted,,24/10/2013,RCD,,min,27/03/2014,,,,,Granted,Committee,Other,Recycling Plans for Secondary Aggregates,Test Valley Central,,,Stephen Bowley Planning Consultancy
15619,13/01259/CC3,FUL,,CC,Tadley Cp School The Green Tadley Hampshire RG26 3PB,Continued siting of a single temporary modular building for a further four years at Tadley Primary School (up to 31/8/2017),16/07/2013,16/07/2013,10/09/2013,09/09/2013,460451,160903,70,0.007,D,Delegated by officer,Granted,,10/09/2013,,,,29/08/2013,,,,,Granted,Delegated by officer,,,Tadley and Baughurst,,,Property Services
15620,S/13/72991,FUL,,CC,Crescent Primary School Toynbee Road Eastleigh Hampshire SO50 9DH,Continued siting of three temporary modular buildings for a further four years at The Crescent Primary School (up to 31/8/2017),16/07/2013,16/07/2013,10/09/2013,,445119,119194,316,0.0316,D,Delegated by officer,Granted,,29/08/2013,,,,21/08/2013,,,,,Granted,Delegated by officer,,,Eastleigh West,,,Property Services
15622,13/10957,FUL,,CMW,Esso Petroleum Company Limited Fawley Refinery Fawley Southampton SO45 1TX,"Recovery and recycling of refinery waste through a ""biopile"" composting operation and re-use of the processed material for landscape reinstatement and enhancement purposes within the confines of the refinery",18/07/2013,18/07/2013,12/09/2013,15/10/2013,446324,104602,1.68,1.68,D,Delegated by officer,Granted,,16/10/2013,,,MAJ,04/06/2014,,,,,Granted,Delegated by officer,New mineral-working exploration or appraisal/waste disposal,Composting,South Waterside,,,ExxonMobil Company Limited
15624,13/01706/HCC3N,FUL,,CC,Wallop Cp School School Lane Nether Wallop Stockbridge SO20 8EH,Continued siting of a double temporary modular building for a further four years at Wallop Primary School (up to 31/8/2017),18/07/2013,18/07/2013,12/09/2013,09/09/2013,429565,137638,126,0.0126,D,Delegated by officer,Granted,,10/09/2013,,,,28/08/2013,,,,,Granted,Delegated by officer,,,Test Valley Central,,,Property Services
15625,13/01581/HCCRG3,FUL,,CC,Yateley School School Lane Yateley Hampshire GU46 6NW,Continued siting of a double temporary modular building for a further four years at Yateley School (up to 31/8/2017),18/07/2013,18/07/2013,12/09/2013,11/09/2013,481213,160558,261,0.0261,D,Delegated by officer,Granted,,03/09/2013,,,MIN,28/08/2013,,,,,Granted,Delegated by officer,,,Hartley Wintney Eversley and Yateley West,,,Property Services
15633,13/01714/HCS,VAR,,CC,7 Bader Way Whiteley Fareham PO15 7JH,Variation of condition 2 (Plans and Particulars) of planning permission 12/02686/HCS,25/07/2013,25/07/2013,19/09/2013,04/12/2013,453403,108454,16512,1.6512,D,Delegated by officer,Granted,,04/12/2013,,,,20/06/2014,,,,,Granted,Delegated by officer,,,Winchester Southern Parishes,,,Property Services
15634,13/01766/HCS,FUL,,CMW,Dase Engineering Garfield Road Bishops Waltham Hampshire SO32 1AT,Erection of metal clad shed used for the recovery of waste oils from end of life vehicles - referred to as a de-pollution shed (retrospective),30/07/2013,06/08/2013,01/10/2013,06/11/2013,455248,117912,0.12,0.12,D,Delegated by officer,Granted,,06/11/2013,,,MAJ,24/09/2013,,,,,Granted,Delegated by officer,On site manufacturing or ancillary operations/uses,Scrap Yards,Bishops Waltham,,,Bryan Jezeph Consultancy
15635,13/01837/HCS,FUL,,CC,Winchester City Bridge Bridge Street Winchester Hampshire SO23 9BH,"1) To infill a scour hole in the river invert adjacent to the upstream apron of the structure The river invert is being put back to it's original designed state; the structure will not be physically affected
2) To re point and replace lost brick work to upstream and downstream training walls materials to be sympathetic to those currently in position. Maintenance only
3) To rebuild brick pilaster which is now becoming unsafe materials to be sympathetic to those currently in position. Maintenance only
4)The refurbishment of existing wrought iron railings material to be sympathetic to those currently in position maintenance only",26/07/2013,07/08/2013,02/10/2013,25/09/2013,448601,129297,250,0.025,D,Delegated by officer,Granted,,26/09/2013,,,,27/11/2013,,,,,Granted,Delegated by officer,,,Winchester Eastgate,,,Hampshire County Council ETE Dept
15637,13/01755/CMAN,FUL,,CMW,Raymond Brown Minerals & Recycling Ltd The A303 Recycling Facility Drayton Road Barton Stacey Winchester SO21 3QS,Minor alteration of site boundary to accommodate improved drainage and operational changes including new weighbridge and office/welfare unit,26/07/2013,02/08/2013,27/09/2013,01/10/2013,444339,142784,0.3,0.3,D,Delegated by officer,Granted,,01/10/2013,,,MIN,11/11/2013,,,,,Granted,Delegated by officer,Other,Materials Recovery/Recycling (other than,Test Valley Central,,,Raymond Brown
15638,13/10972,FUL,,CMW,Newbourne Farm Rockbourne Fordingbridge SP6 3NT,Variation of conditions 2 5 and 6 of planning permission no 12/98401 regarding operating capacity traffic movements and days of operation;  part proposed and part retrospective permanent extension to the site operational area for use as  green waste processing and composting.,25/07/2013,25/07/2013,19/09/2013,20/11/2013,410827,118602,1.3,1.3,,Committee,Granted,,26/11/2013,,,MAJ,25/03/2014,,,,,Granted,Committee,Variation of condition(s),Composting,Fordingbridge,,,Jerry Davies Planning Consultancy
15646,13/01809/CMA,FUL,,CMW,New Farm Froyle Lane South Warnborough Hook RG29 1SH,To continue with the existing permission to process and store graded waste woodchip and pelleted paper and plastic and to also allow the processing and storage of plastic window frames,30/07/2013,19/08/2013,14/10/2013,,472409,145858,21531,2.1531,D,Applicant,Withdrawn,,24/01/2014,RCD,,min,24/09/2013,,,,,Withdrawn,Applicant,,,Odiham,,,T G Porter
15649,13/01517/CC3,FUL,,CC,Four Lanes Infant School Hanmore Road Chineham Basingstoke RG24 8PQ,The erection of a new Out Door Learning Canopy at Four Lanes Infant School,05/08/2013,07/08/2013,02/10/2013,20/09/2013,465823,155424,102,0.0102,D,Delegated by officer,Granted,,20/09/2013,,,,12/09/2013,,,,,Granted,Delegated by officer,,,Loddon,,,Property Services
15660,P/13/0766/CC,FUL,,CC,Harrison Cp School Harrison Road Fareham Hampshire PO16 7EQ,The creation of 7 additional car parking spaces from the rough uncultivated hedge and undergrowth area to the right of the access road.,22/08/2013,29/08/2013,24/10/2013,15/10/2013,457870,106696,160,0.016,D,Delegated by officer,Granted,,16/10/2013,,,,07/11/2013,,,,,Granted,Delegated by officer,,,Fareham Town,,,Property Services
15665,P/13/0763/CC,FUL,,CMW,SITA UK LTD Enterprise Park Military Road Fareham Hampshire PO16 8TU,Erection of a canopy for the storage of wood chippings,23/08/2013,28/08/2013,23/10/2013,03/10/2013,459169,107058,225,0.0225,D,Delegated by officer,Granted,,04/10/2013,,,MAJ,26/09/2013,,,,,Granted,Delegated by officer,On site manufacturing or ancillary operations/uses,Transfer Station,Fareham Town,,,SITA UK
15666,13/01956/HCS,FUL,,CC,Down Farm Bull Farm Lovedon Lane Kings Worthy Winchester SO21 1AQ,Installation of a slurry hold and provision of a steel frame and roof on top of an existing silage clamp,23/08/2013,23/08/2013,18/10/2013,16/10/2013,449475,134800,750,0.075,D,Delegated by officer,Granted,,17/10/2013,,,MIN,17/09/2013,,,,,Granted,Delegated by officer,Other,Other County Matter,Itchen Valley,,,Property Services
15669,APP/13/00903,FUL,,CC,Mill Hill Primary School Mill Road Waterlooville Hampshire PO7 7DB,Installation of single storey modular building with play canopy for a temporary period of time with associated landscape works alteration of existing access onto Mill Road additional car parking and foot paths,06/09/2013,06/09/2013,01/11/2013,30/10/2013,468124,108644,2.7,2.7,D,Delegated by officer,Granted,,31/10/2013,,,MIN,30/04/2014,,,,,Granted,Delegated by officer,,,Purbrook and Stakes South,,,Property Services
15675,S/13/73286,FUL,,CC,"Stoke Park County Junior School Underwood Road Eastleigh Hampshire
SO50 6GR",Installation of single storey modular building for a temporary period of time with landscaping and minor alterations to car park layout,10/09/2013,10/09/2013,05/11/2013,,447333,118859,2.18,2.18,,Applicant,Withdrawn,,18/10/2013,,,,11/10/2013,,,,,Withdrawn,Applicant,,,Bishopstoke and Fair Oak,,,Property Services
15679,S/13/73285,FUL,,CMW,Knowle Lane Fair Oak Hampshire,The siting and operation of screening plant,11/09/2013,13/09/2013,03/01/2014,21/02/2014,450476,118630,1.5,1.5,D,Delegated by officer,Granted,,21/02/2014,,,MAJ,15/10/2013,,,,,Granted,Delegated by officer,On site manufacturing or ancillary operations/uses,Other Minerals,Bishopstoke and Fair Oak,,,WYG
15680,13/02108/HCS,FUL,,CMW,Stagetruck Larkwhistle Farm Works Larkwhistle Farm Road Micheldever Winchester SO21 3BG,Infill of former storage lagoons with inert waste and creation of hard standing,11/09/2013,17/09/2013,12/11/2013,16/12/2013,453591,141584,0.48,0.48,D,Delegated by officer,Granted,,16/12/2013,,,MAJ,17/10/2013,,,,,Granted,Delegated by officer,New mineral-working exploration or appraisal/waste disposal,Landfill,Itchen Valley,,,Pure Town Planning
15684,13/00734/HCC,FUL,,CC,Wellington Primary School  Alexandra Road Aldershot Hampshire GU11 1QJ,Single storey Volumetric Building for a temporary period of time with associated landscaping works,18/09/2013,20/09/2013,15/11/2013,14/11/2013,485497,150710,2.78,2.78,D,Delegated by officer,Granted,,14/11/2013,,,MIN,30/04/2014,,,,,Granted,Delegated by officer,,,Aldershot West,,,Property Services
15686,13/01913/CC3,FUL,,CC,Old Basing Infant School Milkingpen Lane Old Basing Basingstoke RG24 7DL,Erection of a 27m x 5m canopy,19/09/2013,20/09/2013,15/11/2013,15/11/2013,466656,152720,138,0.0138,D,Delegated by officer,Granted,,15/11/2013,,,,24/10/2013,,,,,Granted,Delegated by officer,,,Loddon,,,Property Services
15687,NMA/2013/0323,NMA,,CMW,Land off Stoneycroft Rise Eastleigh,NMA -site levels lowered by approx 1m infiltration basin shape & size changed changes to access to phone mast amendment to eastern bund and mound adjacent to the entrance,20/09/2013,20/09/2013,18/10/2013,15/10/2013,,,,,D,Delegated by officer,Granted,,15/10/2013,RCD,,min,07/10/2013,,,,,Granted,Delegated by officer,,,,,,Tony Langridge Consulting Ltd
15691,NMA/2013/0327,NMA,,CMW,Tavells Lane Marchwood,Non Material Amendment - change to colour of the substations and communications building Satelite dish installed on the communication building 2 satellite dishes on invert buildings reduction in CCTV infrastructure on site,16/09/2013,18/09/2013,16/10/2013,,,,,,,Delegated by officer,Granted,,01/10/2013,RCD,,min,10/10/2013,,,,,Granted,Delegated by officer,,,,,,Lightsource Renewable Energy Ltd
